text,emotion_code,scenario,speaker_role,sarcasm,ring_level,iaa_score,emotion_cause,conversation_id,turn_number,timestamp
HATE EVERY FIBER!,loat,education,agent,0,3,0.785,Reaction to customer_service,conv_9807,7,2026-05-02T06:19:00.048186
Best day ever!,surp,family,partner,0,2,0.857,Reaction to romance,conv_9231,2,2026-05-02T06:19:00.044774
On high alert.,vigi,healthcare,user,0,3,0.789,Reaction to online_debate,conv_6621,5,2026-05-02T06:19:00.048813
Filled with wonder.,awe,customer_service,partner,0,1,0.696,Reaction to romance,conv_9463,9,2026-05-02T06:19:00.049859
Best day ever!,trus,online_debate,stranger,0,2,0.737,Reaction to online_debate,conv_1055,9,2026-05-02T06:19:00.044211
This is amazing!,pens,healthcare,user,0,1,0.567,Reaction to education,conv_2859,10,2026-05-02T06:19:00.031334
This is amazing!,dist,healthcare,friend,0,1,0.586,Reaction to online_debate,conv_1465,6,2026-05-02T06:19:00.031089
This is amazing!,disg,education,agent,0,2,0.745,Reaction to romance,conv_9866,11,2026-05-02T06:19:00.045399
This is amazing!,surp,education,partner,0,2,0.843,Reaction to romance,conv_8568,7,2026-05-02T06:19:00.044640
ABSOLUTELY TERRIFIED!,terr,family,partner,0,3,0.946,Reaction to workplace,conv_7226,12,2026-05-02T06:19:00.047312
"Fantastic, more work.",joy,healthcare,stranger,1,2,0.923,Reaction to education,conv_7771,4,2026-05-02T06:19:00.043733
So happy about this!,sadn,workplace,agent,0,2,0.869,Reaction to friendship,conv_7434,4,2026-05-02T06:19:00.045074
So happy about this!,anno,romance,friend,0,1,0.58,Reaction to friendship,conv_3091,3,2026-05-02T06:19:00.032679
This is amazing!,pens,healthcare,friend,0,1,0.734,Reaction to customer_service,conv_6646,11,2026-05-02T06:19:00.031423
This is amazing!,remo,friendship,user,0,1,0.778,Reaction to education,conv_8960,3,2026-05-02T06:19:00.050448
Full of affection.,love,friendship,stranger,0,1,0.655,Reaction to online_debate,conv_2663,3,2026-05-02T06:19:00.049121
This is amazing!,sere,healthcare,agent,0,1,0.653,Reaction to workplace,conv_2608,10,2026-05-02T06:19:00.030401
I'm worried something might go wrong.,fear,online_debate,user,0,2,0.786,Reaction to romance,conv_8374,5,2026-05-02T06:19:00.044621
HATE EVERY FIBER!,loat,romance,partner,0,3,0.77,Reaction to family,conv_1978,5,2026-05-02T06:19:00.048128
Overwhelmed.,awe,romance,partner,0,1,0.678,Reaction to romance,conv_9847,2,2026-05-02T06:19:00.049865
This is amazing!,ange,friendship,friend,0,2,0.757,Reaction to education,conv_4488,2,2026-05-02T06:19:00.045848
This is amazing!,remo,workplace,partner,0,1,0.785,Reaction to friendship,conv_5870,9,2026-05-02T06:19:00.050467
Best day ever!,ange,romance,partner,0,2,0.806,Reaction to friendship,conv_8709,5,2026-05-02T06:19:00.045976
This is amazing!,disa,romance,friend,0,1,0.649,Reaction to workplace,conv_1170,5,2026-05-02T06:19:00.050213
This is amazing!,opti,friendship,user,0,1,0.614,Reaction to education,conv_6785,11,2026-05-02T06:19:00.032766
SEEING RED!,rage,friendship,stranger,0,3,0.823,Reaction to romance,conv_4269,2,2026-05-02T06:19:00.048643
"Oh great, another meeting.",joy,healthcare,partner,1,2,0.904,Reaction to family,conv_2635,1,2026-05-02T06:19:00.043874
This is amazing!,disg,workplace,agent,0,2,0.731,Reaction to customer_service,conv_1393,10,2026-05-02T06:19:00.045417
So happy about this!,acce,education,friend,0,1,0.767,Reaction to education,conv_8111,1,2026-05-02T06:19:00.030690
So happy about this!,trus,family,stranger,0,2,0.949,Reaction to workplace,conv_6656,12,2026-05-02T06:19:00.044143
Best day ever!,subm,workplace,stranger,0,1,0.705,Reaction to customer_service,conv_8292,5,2026-05-02T06:19:00.049639
Best day ever!,opti,education,stranger,0,1,0.789,Reaction to romance,conv_4335,11,2026-05-02T06:19:00.032821
So happy about this!,remo,education,friend,0,1,0.598,Reaction to workplace,conv_1347,4,2026-05-02T06:19:00.050674
So happy about this!,remo,family,friend,0,1,0.794,Reaction to friendship,conv_5645,8,2026-05-02T06:19:00.050730
This is amazing!,remo,online_debate,partner,0,1,0.742,Reaction to education,conv_2250,7,2026-05-02T06:19:00.050574
Full of affection.,love,customer_service,agent,0,1,0.626,Reaction to healthcare,conv_6236,12,2026-05-02T06:19:00.049253
Best day ever!,anno,customer_service,stranger,0,1,0.56,Reaction to friendship,conv_8372,9,2026-05-02T06:19:00.032662
HEARTBROKEN.,grie,education,stranger,0,3,0.886,Reaction to friendship,conv_8077,6,2026-05-02T06:19:00.047961
This is amazing!,disa,healthcare,friend,0,1,0.654,Reaction to online_debate,conv_7531,8,2026-05-02T06:19:00.050158
Best day ever!,ange,customer_service,partner,0,2,0.753,Reaction to workplace,conv_5116,1,2026-05-02T06:19:00.045817
NIGHTMARE COME TRUE!,terr,family,stranger,0,3,0.844,Reaction to romance,conv_3962,10,2026-05-02T06:19:00.047134
This is amazing!,aggr,family,agent,0,1,0.739,Reaction to romance,conv_7009,2,2026-05-02T06:19:00.051452
So happy about this!,opti,friendship,user,0,1,0.581,Reaction to education,conv_3293,5,2026-05-02T06:19:00.032753
Mean so much.,love,romance,agent,0,1,0.771,Reaction to customer_service,conv_1830,11,2026-05-02T06:19:00.049259
This is amazing!,disg,online_debate,partner,0,2,0.862,Reaction to education,conv_7805,10,2026-05-02T06:19:00.045656
Best day ever!,dist,friendship,stranger,0,1,0.678,Reaction to customer_service,conv_6227,12,2026-05-02T06:19:00.031132
So happy about this!,disg,workplace,stranger,0,2,0.888,Reaction to friendship,conv_7463,9,2026-05-02T06:19:00.045476
This is amazing!,sadn,family,stranger,0,2,0.875,Reaction to workplace,conv_8557,10,2026-05-02T06:19:00.045002
This is amazing!,acce,customer_service,stranger,0,1,0.759,Reaction to romance,conv_3924,10,2026-05-02T06:19:00.030815
This is amazing!,anno,online_debate,user,0,1,0.715,Reaction to online_debate,conv_8194,7,2026-05-02T06:19:00.032527
ASTONISHING!,amaz,romance,user,0,3,0.68,Reaction to friendship,conv_9465,12,2026-05-02T06:19:00.047544
Best day ever!,pens,education,agent,0,1,0.553,Reaction to romance,conv_5795,1,2026-05-02T06:19:00.031542
HEARTBROKEN.,grie,romance,agent,0,3,0.683,Reaction to education,conv_7413,9,2026-05-02T06:19:00.047810
So happy about this!,anno,workplace,user,0,1,0.774,Reaction to workplace,conv_4709,2,2026-05-02T06:19:00.032412
ABSOLUTELY FURIOUS!,rage,online_debate,agent,0,3,0.907,Reaction to family,conv_6344,1,2026-05-02T06:19:00.048573
Best day ever!,sere,friendship,user,0,1,0.804,Reaction to romance,conv_4288,11,2026-05-02T06:19:00.030548
This is amazing!,inte,customer_service,friend,0,1,0.635,Reaction to family,conv_5498,9,2026-05-02T06:19:00.031994
Best day ever!,pens,romance,stranger,0,1,0.609,Reaction to family,conv_7685,10,2026-05-02T06:19:00.031512
Scanning for threats.,vigi,healthcare,user,0,3,0.768,Reaction to friendship,conv_6405,4,2026-05-02T06:19:00.048951
Care deeply.,love,education,user,0,1,0.778,Reaction to romance,conv_9116,2,2026-05-02T06:19:00.049306
Afraid of consequences.,fear,family,user,0,2,0.688,Reaction to romance,conv_1768,5,2026-05-02T06:19:00.044320
NIGHTMARE COME TRUE!,terr,healthcare,friend,0,3,0.894,Reaction to workplace,conv_2604,5,2026-05-02T06:19:00.047335
So happy about this!,inte,romance,stranger,0,1,0.777,Reaction to online_debate,conv_9718,4,2026-05-02T06:19:00.032054
This is amazing!,acce,online_debate,stranger,0,1,0.714,Reaction to friendship,conv_3177,7,2026-05-02T06:19:00.030943
So happy about this!,anno,online_debate,user,0,1,0.72,Reaction to friendship,conv_8623,2,2026-05-02T06:19:00.032592
So happy about this!,pens,customer_service,agent,0,1,0.616,Reaction to workplace,conv_9682,4,2026-05-02T06:19:00.031589
This is amazing!,disa,customer_service,stranger,0,1,0.663,Reaction to customer_service,conv_1268,3,2026-05-02T06:19:00.050103
Scanning for threats.,vigi,customer_service,agent,0,3,0.821,Reaction to family,conv_9879,10,2026-05-02T06:19:00.048870
I'm worried something might go wrong.,fear,friendship,agent,0,2,0.729,Reaction to workplace,conv_9069,4,2026-05-02T06:19:00.044331
NIGHTMARE COME TRUE!,terr,education,partner,0,3,0.83,Reaction to customer_service,conv_4526,8,2026-05-02T06:19:00.047363
So happy about this!,disa,romance,stranger,0,1,0.802,Reaction to family,conv_2363,1,2026-05-02T06:19:00.050359
This is amazing!,admi,friendship,stranger,0,3,0.771,Reaction to workplace,conv_4787,6,2026-05-02T06:19:00.046833
Best day ever!,dist,romance,stranger,0,1,0.717,Reaction to workplace,conv_9776,12,2026-05-02T06:19:00.031023
PARALYZED WITH FEAR!,terr,education,user,0,3,0.892,Reaction to friendship,conv_6199,8,2026-05-02T06:19:00.047318
PARALYZED WITH FEAR!,terr,family,partner,0,3,0.702,Reaction to healthcare,conv_3999,2,2026-05-02T06:19:00.047284
So happy about this!,cont,education,stranger,0,1,0.625,Reaction to romance,conv_5093,12,2026-05-02T06:19:00.050978
Best day ever!,pens,family,user,0,1,0.637,Reaction to friendship,conv_7425,4,2026-05-02T06:19:00.031345
This is amazing!,dist,workplace,user,0,1,0.557,Reaction to online_debate,conv_1992,3,2026-05-02T06:19:00.031079
ABSOLUTELY DESPISE THIS!,loat,family,friend,0,3,0.709,Reaction to online_debate,conv_9947,5,2026-05-02T06:19:00.048073
Best day ever!,acce,education,stranger,0,1,0.559,Reaction to romance,conv_8326,11,2026-05-02T06:19:00.030731
ABSOLUTELY DESPISE THIS!,loat,friendship,friend,0,3,0.927,Reaction to healthcare,conv_8871,7,2026-05-02T06:19:00.048043
Scanning for threats.,vigi,romance,stranger,0,3,0.815,Reaction to family,conv_7625,7,2026-05-02T06:19:00.048807
This is amazing!,ange,friendship,stranger,0,2,0.834,Reaction to workplace,conv_2244,7,2026-05-02T06:19:00.045963
ABSOLUTELY FURIOUS!,rage,family,stranger,0,3,0.818,Reaction to workplace,conv_7300,8,2026-05-02T06:19:00.048672
BLIND RAGE!,rage,online_debate,friend,0,3,0.752,Reaction to customer_service,conv_4265,11,2026-05-02T06:19:00.048561
HYPERVIGILANT.,vigi,family,partner,0,3,0.836,Reaction to romance,conv_7136,11,2026-05-02T06:19:00.048986
Best day ever!,remo,workplace,stranger,0,1,0.693,Reaction to education,conv_7611,3,2026-05-02T06:19:00.050650
Profoundly moving.,awe,education,stranger,0,1,0.64,Reaction to romance,conv_2921,3,2026-05-02T06:19:00.050001
Unexpected!,supr,customer_service,partner,0,2,0.805,Reaction to healthcare,conv_8956,9,2026-05-02T06:19:00.051554
So happy about this!,anno,customer_service,user,0,1,0.578,Reaction to education,conv_9493,10,2026-05-02T06:19:00.032533
OVER THE MOON!,ecst,friendship,agent,0,3,0.886,Reaction to customer_service,conv_9956,9,2026-05-02T06:19:00.046698
Best day ever!,dist,family,stranger,0,1,0.644,Reaction to education,conv_9364,11,2026-05-02T06:19:00.031226
NIGHTMARE COME TRUE!,terr,education,agent,0,3,0.922,Reaction to healthcare,conv_3236,9,2026-05-02T06:19:00.047262
This is amazing!,disg,friendship,stranger,0,2,0.848,Reaction to healthcare,conv_9989,4,2026-05-02T06:19:00.045387
Best day ever!,joy,education,stranger,0,2,0.856,Reaction to customer_service,conv_5904,3,2026-05-02T06:19:00.043893
So happy about this!,admi,family,user,0,3,0.887,Reaction to healthcare,conv_4807,9,2026-05-02T06:19:00.046979
SEEING RED!,rage,education,user,0,3,0.708,Reaction to workplace,conv_7121,5,2026-05-02T06:19:00.048471
This is amazing!,disa,healthcare,partner,0,1,0.76,Reaction to romance,conv_4184,7,2026-05-02T06:19:00.050322
HATE EVERY FIBER!,loat,workplace,agent,0,3,0.81,Reaction to family,conv_8119,8,2026-05-02T06:19:00.048369
So happy about this!,admi,workplace,agent,0,3,0.73,Reaction to friendship,conv_2549,10,2026-05-02T06:19:00.046827
This is amazing!,surp,workplace,partner,0,2,0.905,Reaction to healthcare,conv_7618,10,2026-05-02T06:19:00.044959
So happy about this!,sere,education,partner,0,1,0.599,Reaction to workplace,conv_8159,1,2026-05-02T06:19:00.030340
HATE EVERY FIBER!,loat,online_debate,stranger,0,3,0.875,Reaction to family,conv_8536,5,2026-05-02T06:19:00.048139
On high alert.,vigi,friendship,partner,0,3,0.881,Reaction to education,conv_5503,2,2026-05-02T06:19:00.048969
So happy about this!,ange,online_debate,agent,0,2,0.819,Reaction to workplace,conv_6791,3,2026-05-02T06:19:00.045898
Best day ever!,pens,friendship,partner,0,1,0.583,Reaction to workplace,conv_6769,11,2026-05-02T06:19:00.031601
This is amazing!,cont,friendship,user,0,1,0.634,Reaction to workplace,conv_6585,8,2026-05-02T06:19:00.051039
Scanning for threats.,vigi,workplace,user,0,3,0.842,Reaction to workplace,conv_5919,2,2026-05-02T06:19:00.048819
Best day ever!,sere,healthcare,partner,0,1,0.566,Reaction to education,conv_2870,9,2026-05-02T06:19:00.030484
"Oh great, another meeting.",joy,customer_service,agent,1,2,0.865,Reaction to healthcare,conv_3146,5,2026-05-02T06:19:00.043561
Full of affection.,love,customer_service,stranger,0,1,0.751,Reaction to romance,conv_9023,3,2026-05-02T06:19:00.049382
Best day ever!,remo,romance,stranger,0,1,0.701,Reaction to romance,conv_4281,7,2026-05-02T06:19:00.050491
Care deeply.,love,customer_service,friend,0,1,0.715,Reaction to family,conv_9483,7,2026-05-02T06:19:00.049078
So happy about this!,pens,online_debate,stranger,0,1,0.777,Reaction to friendship,conv_5675,8,2026-05-02T06:19:00.031578
COMPLETELY STUNNED!,amaz,romance,friend,0,3,0.88,Reaction to education,conv_6785,2,2026-05-02T06:19:00.047647
This is amazing!,aggr,romance,stranger,0,1,0.664,Reaction to friendship,conv_2063,12,2026-05-02T06:19:00.051262
Best day ever!,opti,customer_service,agent,0,1,0.794,Reaction to family,conv_7674,12,2026-05-02T06:19:00.043388
So happy about this!,joy,healthcare,user,0,2,0.661,Reaction to customer_service,conv_5635,2,2026-05-02T06:19:00.043820
COMPLETELY STUNNED!,amaz,online_debate,user,0,3,0.914,Reaction to education,conv_2140,10,2026-05-02T06:19:00.047532
This is amazing!,trus,customer_service,agent,0,2,0.698,Reaction to education,conv_1331,11,2026-05-02T06:19:00.044258
HYPERVIGILANT.,vigi,healthcare,user,0,3,0.702,Reaction to friendship,conv_2636,4,2026-05-02T06:19:00.048801
So happy about this!,aggr,workplace,user,0,1,0.732,Reaction to healthcare,conv_2585,12,2026-05-02T06:19:00.051227
COMPLETELY STUNNED!,amaz,online_debate,stranger,0,3,0.859,Reaction to workplace,conv_2717,8,2026-05-02T06:19:00.047451
COMPLETELY STUNNED!,amaz,healthcare,partner,0,3,0.798,Reaction to workplace,conv_9461,10,2026-05-02T06:19:00.047618
This is amazing!,disg,romance,user,0,2,0.916,Reaction to online_debate,conv_4971,1,2026-05-02T06:19:00.045506
This is amazing!,anno,education,partner,0,1,0.799,Reaction to romance,conv_4253,11,2026-05-02T06:19:00.032399
HYPERVIGILANT.,vigi,education,user,0,3,0.692,Reaction to romance,conv_7870,8,2026-05-02T06:19:00.048980
Best day ever!,joy,education,partner,0,2,0.825,Reaction to friendship,conv_5094,11,2026-05-02T06:19:00.043771
This is amazing!,sere,healthcare,agent,0,1,0.611,Reaction to romance,conv_2562,8,2026-05-02T06:19:00.030461
This is amazing!,opti,education,partner,0,1,0.7,Reaction to family,conv_7599,3,2026-05-02T06:19:00.032797
Drowning in sorrow.,grie,workplace,friend,0,3,0.718,Reaction to workplace,conv_4916,5,2026-05-02T06:19:00.047978
This is amazing!,appr,workplace,friend,0,2,0.767,Reaction to romance,conv_4381,5,2026-05-02T06:19:00.046034
So happy about this!,remo,friendship,partner,0,1,0.766,Reaction to romance,conv_2343,9,2026-05-02T06:19:00.050413
This is amazing!,opti,education,agent,0,1,0.803,Reaction to online_debate,conv_3083,2,2026-05-02T06:19:00.043432
This is amazing!,appr,healthcare,partner,0,2,0.68,Reaction to online_debate,conv_8594,2,2026-05-02T06:19:00.046358
So happy about this!,surp,family,friend,0,2,0.854,Reaction to healthcare,conv_2109,5,2026-05-02T06:19:00.044672
Best day ever!,dist,romance,partner,0,1,0.701,Reaction to education,conv_3165,7,2026-05-02T06:19:00.031161
This is amazing!,trus,healthcare,friend,0,2,0.849,Reaction to customer_service,conv_1014,5,2026-05-02T06:19:00.043961
Best day ever!,trus,healthcare,agent,0,2,0.791,Reaction to friendship,conv_9942,2,2026-05-02T06:19:00.044130
Best day ever!,aggr,friendship,agent,0,1,0.588,Reaction to workplace,conv_3757,2,2026-05-02T06:19:00.051359
This is amazing!,remo,family,partner,0,1,0.607,Reaction to education,conv_4251,12,2026-05-02T06:19:00.050638
Best day ever!,inte,customer_service,agent,0,1,0.755,Reaction to online_debate,conv_8574,10,2026-05-02T06:19:00.032191
SEEING RED!,rage,online_debate,friend,0,3,0.935,Reaction to romance,conv_3163,10,2026-05-02T06:19:00.048402
MIND-BLOWING!,amaz,workplace,user,0,3,0.762,Reaction to customer_service,conv_3866,2,2026-05-02T06:19:00.047497
Best day ever!,surp,workplace,user,0,2,0.661,Reaction to friendship,conv_1275,7,2026-05-02T06:19:00.044805
So happy about this!,surp,workplace,partner,0,2,0.722,Reaction to friendship,conv_9204,4,2026-05-02T06:19:00.044811
This is amazing!,admi,education,friend,0,3,0.771,Reaction to education,conv_3186,11,2026-05-02T06:19:00.046716
ABSOLUTELY THRILLED!,ecst,workplace,agent,0,3,0.835,Reaction to workplace,conv_3860,7,2026-05-02T06:19:00.046704
So happy about this!,dist,customer_service,agent,0,1,0.592,Reaction to customer_service,conv_2664,4,2026-05-02T06:19:00.031213
Best day ever!,sadn,online_debate,partner,0,2,0.924,Reaction to customer_service,conv_2221,7,2026-05-02T06:19:00.045140
This is amazing!,inte,friendship,agent,0,1,0.669,Reaction to online_debate,conv_4273,8,2026-05-02T06:19:00.032374
DEVASTATED by this loss.,grie,healthcare,partner,0,3,0.844,Reaction to online_debate,conv_3731,4,2026-05-02T06:19:00.047904
This is amazing!,appr,online_debate,partner,0,2,0.749,Reaction to customer_service,conv_3188,11,2026-05-02T06:19:00.046040
So happy about this!,surp,family,friend,0,2,0.803,Reaction to family,conv_4992,7,2026-05-02T06:19:00.044977
So happy about this!,sadn,friendship,stranger,0,2,0.944,Reaction to customer_service,conv_1371,12,2026-05-02T06:19:00.045080
So happy about this!,ange,workplace,partner,0,2,0.776,Reaction to customer_service,conv_5590,2,2026-05-02T06:19:00.045773
Best day ever!,anno,friendship,user,0,1,0.688,Reaction to education,conv_9664,3,2026-05-02T06:19:00.032574
Best day ever!,remo,healthcare,agent,0,1,0.62,Reaction to workplace,conv_3401,3,2026-05-02T06:19:00.050580
Best day ever!,joy,family,partner,0,2,0.901,Reaction to healthcare,conv_6677,11,2026-05-02T06:19:00.043808
Best day ever!,bore,healthcare,user,0,1,0.701,Reaction to education,conv_3742,2,2026-05-02T06:19:00.031686
This is amazing!,sadn,workplace,partner,0,2,0.762,Reaction to online_debate,conv_2796,5,2026-05-02T06:19:00.045199
Best day ever!,joy,healthcare,user,0,2,0.702,Reaction to online_debate,conv_2504,3,2026-05-02T06:19:00.043705
Best day ever!,subm,romance,partner,0,1,0.756,Reaction to healthcare,conv_1649,1,2026-05-02T06:19:00.049399
Filled with wonder.,awe,friendship,friend,0,1,0.693,Reaction to friendship,conv_2628,6,2026-05-02T06:19:00.050030
Best day ever!,admi,customer_service,stranger,0,3,0.934,Reaction to online_debate,conv_3767,4,2026-05-02T06:19:00.046732
So happy about this!,admi,healthcare,partner,0,3,0.745,Reaction to workplace,conv_3371,12,2026-05-02T06:19:00.046869
ASTONISHING!,amaz,customer_service,stranger,0,3,0.877,Reaction to online_debate,conv_5030,11,2026-05-02T06:19:00.047578
This is amazing!,disa,education,friend,0,1,0.562,Reaction to education,conv_5468,11,2026-05-02T06:19:00.050243
"Oh great, another meeting.",joy,friendship,agent,1,2,0.833,Reaction to customer_service,conv_1315,2,2026-05-02T06:19:00.043880
This is amazing!,admi,workplace,user,0,3,0.686,Reaction to healthcare,conv_3873,1,2026-05-02T06:19:00.047025
REVOLTED!,loat,customer_service,agent,0,3,0.738,Reaction to customer_service,conv_7162,3,2026-05-02T06:19:00.048134
HYPERVIGILANT.,vigi,online_debate,agent,0,3,0.682,Reaction to healthcare,conv_9006,1,2026-05-02T06:19:00.048940
Best day ever!,admi,education,friend,0,3,0.685,Reaction to customer_service,conv_4146,7,2026-05-02T06:19:00.046838
Full of affection.,love,workplace,friend,0,1,0.691,Reaction to healthcare,conv_9848,1,2026-05-02T06:19:00.049318
ASTONISHING!,amaz,romance,partner,0,3,0.836,Reaction to workplace,conv_5090,8,2026-05-02T06:19:00.047676
This is amazing!,acce,online_debate,friend,0,1,0.558,Reaction to family,conv_2906,2,2026-05-02T06:19:00.030914
So happy about this!,appr,customer_service,friend,0,2,0.807,Reaction to friendship,conv_2109,8,2026-05-02T06:19:00.046364
This is amazing!,anno,romance,user,0,1,0.679,Reaction to romance,conv_9621,3,2026-05-02T06:19:00.032496
So happy about this!,sere,online_debate,stranger,0,1,0.661,Reaction to online_debate,conv_8247,2,2026-05-02T06:19:00.030378
Best day ever!,pens,family,friend,0,1,0.608,Reaction to workplace,conv_4227,7,2026-05-02T06:19:00.031626
So happy about this!,disa,online_debate,agent,0,1,0.761,Reaction to friendship,conv_2889,8,2026-05-02T06:19:00.050304
ASTONISHING!,amaz,healthcare,friend,0,3,0.822,Reaction to friendship,conv_5423,2,2026-05-02T06:19:00.047422
This is amazing!,subm,romance,agent,0,1,0.781,Reaction to romance,conv_9360,11,2026-05-02T06:19:00.049598
ABSOLUTELY FURIOUS!,rage,online_debate,partner,0,3,0.841,Reaction to healthcare,conv_6047,1,2026-05-02T06:19:00.048567
Best day ever!,acce,romance,agent,0,1,0.615,Reaction to romance,conv_6774,9,2026-05-02T06:19:00.030684
Full of affection.,love,online_debate,stranger,0,1,0.747,Reaction to online_debate,conv_5203,9,2026-05-02T06:19:00.049324
OVER THE MOON!,ecst,workplace,user,0,3,0.804,Reaction to romance,conv_5863,6,2026-05-02T06:19:00.046431
"Fantastic, more work.",joy,workplace,agent,1,2,0.907,Reaction to healthcare,conv_9975,10,2026-05-02T06:19:00.043719
Drowning in sorrow.,grie,customer_service,partner,0,3,0.764,Reaction to romance,conv_3130,4,2026-05-02T06:19:00.047984
This makes me nervous.,fear,romance,agent,0,2,0.734,Reaction to education,conv_9164,7,2026-05-02T06:19:00.044589
So happy about this!,ange,friendship,stranger,0,2,0.794,Reaction to online_debate,conv_3329,9,2026-05-02T06:19:00.045811
This is amazing!,sadn,workplace,agent,0,2,0.711,Reaction to customer_service,conv_6367,12,2026-05-02T06:19:00.045236
Overwhelmed.,awe,healthcare,friend,0,1,0.618,Reaction to workplace,conv_1595,7,2026-05-02T06:19:00.050012
So happy about this!,surp,friendship,stranger,0,2,0.857,Reaction to healthcare,conv_1345,4,2026-05-02T06:19:00.044953
Best day ever!,sere,friendship,stranger,0,1,0.616,Reaction to family,conv_4681,12,2026-05-02T06:19:00.030419
This is amazing!,remo,healthcare,partner,0,1,0.584,Reaction to friendship,conv_6473,12,2026-05-02T06:19:00.050516
Best day ever!,sadn,education,user,0,2,0.886,Reaction to friendship,conv_6710,2,2026-05-02T06:19:00.045152
On high alert.,vigi,education,stranger,0,3,0.922,Reaction to education,conv_9285,2,2026-05-02T06:19:00.048732
Best day ever!,sadn,friendship,user,0,2,0.866,Reaction to romance,conv_4706,7,2026-05-02T06:19:00.045038
Best day ever!,admi,online_debate,partner,0,3,0.695,Reaction to family,conv_8741,8,2026-05-02T06:19:00.046815
Best day ever!,admi,online_debate,friend,0,3,0.712,Reaction to online_debate,conv_5303,4,2026-05-02T06:19:00.046968
Best day ever!,joy,healthcare,user,0,2,0.756,Reaction to family,conv_9976,3,2026-05-02T06:19:00.043765
This is amazing!,cont,workplace,agent,0,1,0.72,Reaction to friendship,conv_6137,3,2026-05-02T06:19:00.051021
COMPLETELY STUNNED!,amaz,education,user,0,3,0.706,Reaction to family,conv_9514,2,2026-05-02T06:19:00.047687
This is amazing!,remo,healthcare,friend,0,1,0.749,Reaction to online_debate,conv_9908,4,2026-05-02T06:19:00.050557
This is amazing!,admi,online_debate,user,0,3,0.949,Reaction to workplace,conv_2290,10,2026-05-02T06:19:00.046990
So happy about this!,remo,family,agent,0,1,0.66,Reaction to friendship,conv_4333,6,2026-05-02T06:19:00.050551
Best day ever!,remo,online_debate,friend,0,1,0.637,Reaction to friendship,conv_7720,5,2026-05-02T06:19:00.050694
Best day ever!,admi,romance,agent,0,3,0.732,Reaction to customer_service,conv_7772,4,2026-05-02T06:19:00.046916
Best day ever!,bore,friendship,user,0,1,0.664,Reaction to customer_service,conv_2583,8,2026-05-02T06:19:00.031845
ABSOLUTELY TERRIFIED!,terr,workplace,partner,0,3,0.777,Reaction to education,conv_1523,2,2026-05-02T06:19:00.047239
BEST DAY OF MY LIFE!,ecst,workplace,friend,0,3,0.945,Reaction to friendship,conv_7025,9,2026-05-02T06:19:00.046630
So happy about this!,cont,romance,agent,0,1,0.787,Reaction to friendship,conv_5501,6,2026-05-02T06:19:00.050936
This is amazing!,ange,education,friend,0,2,0.858,Reaction to healthcare,conv_5862,1,2026-05-02T06:19:00.045836
BEST DAY OF MY LIFE!,ecst,healthcare,user,0,3,0.656,Reaction to customer_service,conv_7949,9,2026-05-02T06:19:00.046563
This is amazing!,subm,online_debate,partner,0,1,0.554,Reaction to workplace,conv_1360,6,2026-05-02T06:19:00.049614
Best day ever!,trus,workplace,user,0,2,0.793,Reaction to online_debate,conv_8078,9,2026-05-02T06:19:00.044033
This is amazing!,trus,education,partner,0,2,0.949,Reaction to customer_service,conv_8353,1,2026-05-02T06:19:00.043997
ABSOLUTELY THRILLED!,ecst,romance,stranger,0,3,0.671,Reaction to friendship,conv_5644,8,2026-05-02T06:19:00.046517
Best day ever!,acce,online_debate,stranger,0,1,0.604,Reaction to customer_service,conv_2879,9,2026-05-02T06:19:00.030792
Best day ever!,subm,customer_service,agent,0,1,0.639,Reaction to online_debate,conv_2048,10,2026-05-02T06:19:00.049668
ABSOLUTELY TERRIFIED!,terr,customer_service,user,0,3,0.666,Reaction to customer_service,conv_9782,4,2026-05-02T06:19:00.047105
Best day ever!,disa,customer_service,user,0,1,0.629,Reaction to customer_service,conv_3402,6,2026-05-02T06:19:00.050140
Best day ever!,admi,education,user,0,3,0.843,Reaction to romance,conv_2589,7,2026-05-02T06:19:00.046821
This is amazing!,cont,romance,user,0,1,0.61,Reaction to workplace,conv_5096,10,2026-05-02T06:19:00.050887
Best day ever!,anno,workplace,partner,0,1,0.708,Reaction to friendship,conv_5383,4,2026-05-02T06:19:00.032703
So happy about this!,appr,workplace,stranger,0,2,0.662,Reaction to romance,conv_4459,3,2026-05-02T06:19:00.046089
BLIND RAGE!,rage,romance,stranger,0,3,0.668,Reaction to education,conv_1138,11,2026-05-02T06:19:00.048378
So happy about this!,opti,family,stranger,0,1,0.748,Reaction to family,conv_2631,3,2026-05-02T06:19:00.043273
This is amazing!,trus,education,user,0,2,0.86,Reaction to healthcare,conv_6626,10,2026-05-02T06:19:00.044246
So happy about this!,trus,workplace,stranger,0,2,0.72,Reaction to family,conv_7056,11,2026-05-02T06:19:00.043991
Best day ever!,surp,online_debate,user,0,2,0.69,Reaction to workplace,conv_3179,9,2026-05-02T06:19:00.044799
Care deeply.,love,romance,agent,0,1,0.643,Reaction to healthcare,conv_9427,5,2026-05-02T06:19:00.049176
This is amazing!,disa,education,stranger,0,1,0.599,Reaction to education,conv_9849,5,2026-05-02T06:19:00.050340
"Fantastic, more work.",joy,romance,stranger,1,2,0.928,Reaction to online_debate,conv_7370,9,2026-05-02T06:19:00.043544
